"age","job","marital","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","y","edu"
57,"housemaid","divorced","no","yes","yes","telephone","may","mon",2,999,0,"nonexistent","0","4"
42,"admin.","married","no","yes","no","telephone","may","mon",3,999,0,"nonexistent","0","university.degree"
41,"blue-collar","married","no","yes","no","telephone","may","mon",2,999,0,"nonexistent","0","4"
54,"management","divorced","no","yes","no","telephone","may","mon",3,999,0,"nonexistent","0","university.degree"
27,"admin.","single","no","no","no","telephone","may","mon",2,999,0,"nonexistent","0","university.degree"
36,"admin.","married","no","no","no","telephone","may","mon",2,999,0,"nonexistent","0","high.school"
58,"blue-collar","married","unknown","yes","no","telephone","may","mon",2,999,0,"nonexistent","0","professional.course"
40,"management","married","unknown","yes","no","telephone","may","mon",2,999,0,"nonexistent","0","university.degree"
34,"admin.","single","unknown","no","no","telephone","may","mon",2,999,0,"nonexistent","0","9"
33,"admin.","divorced","no","no","no","telephone","may","mon",2,999,0,"nonexistent","0","high.school"
56,"retired","married","no","no","no","telephone","may","mon",2,999,0,"nonexistent","0","6"
42,"blue-collar","married","no","no","no","telephone","may","mon",2,999,0,"nonexistent","0","9"
43,"services","married","no","yes","no","telephone","may","mon",2,999,0,"nonexistent","0","high.school"
54,"management","single","no","yes","no","telephone","may","mon",3,999,0,"nonexistent","0","9"
53,"admin.","single","no","yes","yes","telephone","may","mon",2,999,0,"nonexistent","0","6"
42,"technician","single","no","no","no","telephone","may","mon",2,999,0,"nonexistent","1","unknown"
40,"services","married","unknown","no","no","telephone","may","mon",3,999,0,"nonexistent","0","6"
54,"technician","married","no","yes","yes","telephone","may","mon",2,999,0,"nonexistent","0","professional.course"
40,"housemaid","single","no","no","no","telephone","may","mon",4,999,0,"nonexistent","0","professional.course"
26,"admin.","single","no","yes","no","telephone","may","mon",3,999,0,"nonexistent","0","university.degree"
33,"admin.","married","no","no","no","telephone","may","mon",3,999,0,"nonexistent","0","high.school"
35,"blue-collar","married","unknown","no","no","telephone","may","mon",2,999,0,"nonexistent","0","9"
36,"admin.","married","no","no","no","telephone","may","mon",3,999,0,"nonexistent","0","high.school"
29,"services","single","no","yes","no","telephone","may","mon",2,999,0,"nonexistent","0","high.school"
36,"blue-collar","married","no","yes","no","telephone","may","mon",2,999,0,"nonexistent","0","9"
35,"management","married","no","yes","no","telephone","may","mon",5,999,0,"nonexistent","0","high.school"
50,"self-employed","single","no","no","yes","telephone","may","mon",5,999,0,"nonexistent","0","university.degree"
46,"services","married","unknown","yes","no","telephone","may","mon",3,999,0,"nonexistent","0","high.school"
49,"entrepreneur","married","no","yes","no","telephone","may","mon",4,999,0,"nonexistent","0","high.school"
42,"technician","single","unknown","yes","no","telephone","may","mon",2,999,0,"nonexistent","0","professional.course"
36,"blue-collar","single","no","yes","yes","telephone","may","mon",3,999,0,"nonexistent","0","high.school"
55,"blue-collar","married","unknown","yes","no","telephone","may","mon",2,999,0,"nonexistent","0","9"
41,"management","married","unknown","no","no","telephone","may","mon",2,999,0,"nonexistent","0","university.degree"
57,"management","married","unknown","yes","no","telephone","may","mon",3,999,0,"nonexistent","0","professional.course"
32,"services","single","no","yes","no","telephone","may","mon",3,999,0,"nonexistent","0","high.school"
49,"admin.","married","no","no","no","telephone","may","mon",3,999,0,"nonexistent","0","9"
57,"unknown","married","unknown","yes","no","telephone","may","mon",2,999,0,"nonexistent","0","unknown"
58,"blue-collar","divorced","no","yes","no","telephone","may","mon",2,999,0,"nonexistent","0","4"
52,"technician","married","no","yes","no","telephone","may","mon",2,999,0,"nonexistent","0","high.school"
50,"services","divorced","no","no","no","telephone","may","mon",2,999,0,"nonexistent","0","professional.course"
41,"blue-collar","single","unknown","yes","no","telephone","may","mon",4,999,0,"nonexistent","0","9"
33,"entrepreneur","married","no","yes","no","telephone","may","mon",3,999,0,"nonexistent","0","university.degree"
57,"blue-collar","married","no","no","no","telephone","may","mon",2,999,0,"nonexistent","0","4"
48,"blue-collar","married","unknown","no","no","telephone","may","mon",3,999,0,"nonexistent","0","6"
55,"technician","married","no","no","no","telephone","may","mon",2,999,0,"nonexistent","0","professional.course"
38,"management","married","no","no","no","telephone","may","mon",2,999,0,"nonexistent","0","university.degree"
38,"services","married","no","yes","no","telephone","may","mon",3,999,0,"nonexistent","0","high.school"
53,"admin.","married","no","yes","no","telephone","may","mon",2,999,0,"nonexistent","0","university.degree"
43,"unemployed","single","no","no","no","telephone","may","mon",4,999,0,"nonexistent","0","university.degree"
36,"blue-collar","single","no","no","no","telephone","may","mon",2,999,0,"nonexistent","0","high.school"
32,"blue-collar","married","no","no","no","telephone","may","mon",2,999,0,"nonexistent","0","9"
33,"services","married","no","no","no","telephone","may","mon",3,999,0,"nonexistent","0","4"
58,"entrepreneur","married","no","yes","no","telephone","may","mon",2,999,0,"nonexistent","0","4"
40,"unemployed","divorced","unknown","no","no","telephone","may","tue",3,999,0,"nonexistent","0","high.school"
57,"management","married","no","yes","no","telephone","may","tue",2,999,0,"nonexistent","0","university.degree"
45,"technician","married","no","yes","no","telephone","may","tue",3,999,0,"nonexistent","0","high.school"
42,"blue-collar","married","unknown","yes","no","telephone","may","tue",3,999,0,"nonexistent","0","4"
46,"admin.","married","no","yes","no","telephone","may","tue",1,999,0,"nonexistent","0","university.degree"
36,"technician","married","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","university.degree"
41,"self-employed","married","no","yes","no","telephone","may","tue",1,999,0,"nonexistent","0","high.school"
57,"admin.","divorced","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","9"
49,"blue-collar","married","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent","0","9"
56,"management","divorced","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","high.school"
37,"blue-collar","married","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","9"
37,"blue-collar","married","no","no","yes","telephone","may","tue",1,999,0,"nonexistent","0","9"
46,"admin.","single","no","yes","no","telephone","may","tue",1,999,0,"nonexistent","0","high.school"
22,"blue-collar","single","no","yes","no","telephone","may","tue",1,999,0,"nonexistent","0","9"
43,"services","married","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","high.school"
49,"blue-collar","married","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","unknown"
41,"technician","married","no","yes","no","telephone","may","tue",1,999,0,"nonexistent","0","6"
38,"admin.","single","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","university.degree"
33,"admin.","married","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","9"
49,"admin.","married","no","yes","yes","telephone","may","tue",1,999,0,"nonexistent","0","university.degree"
30,"blue-collar","single","no","no","no","telephone","may","tue",2,999,0,"nonexistent","0","unknown"
33,"admin.","married","no","yes","no","telephone","may","tue",1,999,0,"nonexistent","0","9"
34,"management","single","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","university.degree"
30,"student","single","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent","0","unknown"
59,"management","married","unknown","yes","yes","telephone","may","tue",1,999,0,"nonexistent","0","4"
59,"management","married","unknown","unknown","unknown","telephone","may","tue",1,999,0,"nonexistent","0","4"
41,"self-employed","married","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","university.degree"
48,"housemaid","married","unknown","yes","yes","telephone","may","tue",4,999,0,"nonexistent","0","6"
28,"unknown","single","unknown","yes","yes","telephone","may","tue",1,999,0,"nonexistent","1","unknown"
44,"services","married","no","yes","no","telephone","may","tue",1,999,0,"nonexistent","1","high.school"
59,"retired","unknown","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent","0","university.degree"
50,"management","married","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent","0","high.school"
35,"admin.","married","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","university.degree"
42,"admin.","married","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","high.school"
45,"admin.","married","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","9"
36,"technician","married","no","no","no","telephone","may","tue",2,999,0,"nonexistent","0","professional.course"
56,"services","married","unknown","no","no","telephone","may","tue",3,999,0,"nonexistent","0","high.school"
29,"blue-collar","divorced","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","4"
41,"self-employed","married","no","yes","yes","telephone","may","tue",2,999,0,"nonexistent","0","university.degree"
42,"blue-collar","married","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent","0","9"
52,"services","single","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","high.school"
48,"services","married","unknown","unknown","unknown","telephone","may","tue",1,999,0,"nonexistent","0","high.school"
31,"blue-collar","married","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent","0","high.school"
43,"unemployed","married","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent","0","university.degree"
36,"blue-collar","married","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent","0","4"
42,"entrepreneur","married","no","yes","no","telephone","may","tue",1,999,0,"nonexistent","0","university.degree"
52,"services","divorced","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","6"
39,"admin.","married","no","yes","no","telephone","may","tue",2,999,0,"nonexistent","0","high.school"
36,"services","married","no","no","yes","telephone","may","tue",2,999,0,"nonexistent","0","high.school"
42,"blue-collar","married","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent","0","9"
41,"admin.","married","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","high.school"
55,"technician","married","no","no","yes","telephone","may","tue",1,999,0,"nonexistent","0","4"
30,"blue-collar","married","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","9"
57,"retired","unknown","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","4"
45,"entrepreneur","married","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent","0","4"
51,"blue-collar","married","unknown","yes","yes","telephone","may","tue",2,999,0,"nonexistent","0","4"
39,"self-employed","single","unknown","yes","yes","telephone","may","tue",1,999,0,"nonexistent","0","9"
47,"admin.","married","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent","0","high.school"
27,"services","married","no","yes","no","telephone","may","tue",1,999,0,"nonexistent","0","high.school"
34,"technician","single","no","yes","no","telephone","may","tue",1,999,0,"nonexistent","0","university.degree"
57,"blue-collar","married","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent","0","4"
43,"entrepreneur","married","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","4"
49,"blue-collar","married","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent","0","4"
39,"management","married","unknown","no","no","telephone","may","tue",3,999,0,"nonexistent","0","university.degree"
38,"blue-collar","married","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent","0","4"
49,"blue-collar","married","no","no","no","telephone","may","tue",2,999,0,"nonexistent","0","9"
58,"management","married","no","no","no","telephone","may","tue",1,999,0,"nonexistent","0","6"
43,"technician","married","no","yes","no","telephone","may","tue",1,999,0,"nonexistent","0","professional.course"
50,"unknown","married","unknown","yes","no","telephone","may","tue",3,999,0,"nonexistent","0","unknown"
31,"services","married","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent","0","high.school"
