"id","age","job","marital","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","edu"
316,42,"blue-collar","married","no","no","no","cellular","may","tue",1,999,1,"failure","9"
317,41,"blue-collar","divorced","no","yes","no","cellular","may","tue",2,999,0,"nonexistent","9"
318,40,"management","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","university.degree"
319,44,"services","married","no","yes","no","cellular","may","tue",1,999,1,"failure","high.school"
320,48,"blue-collar","single","unknown","yes","yes","cellular","may","tue",1,999,0,"nonexistent","4"
321,35,"blue-collar","divorced","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
322,45,"blue-collar","married","unknown","yes","no","cellular","may","tue",1,999,0,"nonexistent","unknown"
323,39,"retired","divorced","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","4"
324,50,"technician","married","no","no","no","cellular","may","tue",1,999,0,"nonexistent","unknown"
325,35,"blue-collar","single","no","no","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
326,55,"self-employed","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","9"
327,41,"management","single","no","no","no","cellular","may","tue",1,999,1,"failure","9"
328,39,"blue-collar","married","no","yes","no","cellular","may","tue",1,999,2,"failure","6"
329,54,"blue-collar","married","unknown","yes","yes","cellular","may","tue",1,999,0,"nonexistent","high.school"
330,34,"entrepreneur","single","no","yes","no","cellular","may","tue",2,999,0,"nonexistent","university.degree"
331,39,"blue-collar","married","no","yes","yes","cellular","may","tue",1,999,0,"nonexistent","6"
332,43,"blue-collar","married","unknown","unknown","unknown","cellular","may","tue",1,999,0,"nonexistent","9"
333,40,"management","married","no","unknown","unknown","cellular","may","tue",2,999,1,"failure","professional.course"
334,50,"technician","married","no","yes","yes","cellular","may","tue",1,999,0,"nonexistent","unknown"
335,54,"blue-collar","married","unknown","yes","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
336,57,"blue-collar","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","9"
337,50,"technician","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","unknown"
338,43,"blue-collar","married","unknown","yes","no","cellular","may","tue",1,999,0,"nonexistent","9"
339,37,"management","married","no","no","yes","cellular","may","tue",1,999,0,"nonexistent","university.degree"
340,43,"blue-collar","married","unknown","yes","no","cellular","may","tue",1,999,0,"nonexistent","9"
341,45,"technician","divorced","unknown","yes","no","cellular","may","tue",1,999,0,"nonexistent","university.degree"
342,28,"blue-collar","single","unknown","no","no","cellular","may","tue",1,999,1,"failure","9"
343,36,"blue-collar","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","9"
344,37,"blue-collar","married","no","yes","no","cellular","may","tue",1,999,1,"failure","unknown"
345,36,"blue-collar","married","no","no","yes","cellular","may","tue",1,999,0,"nonexistent","9"
346,33,"services","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","professional.course"
347,37,"blue-collar","married","no","yes","yes","cellular","may","tue",4,999,0,"nonexistent","6"
348,43,"blue-collar","married","unknown","no","no","cellular","may","tue",1,6,1,"success","9"
349,38,"technician","married","no","no","no","cellular","may","tue",1,999,0,"nonexistent","professional.course"
350,43,"blue-collar","married","unknown","unknown","unknown","cellular","may","tue",1,999,0,"nonexistent","9"
351,48,"services","married","no","no","no","cellular","may","tue",4,999,0,"nonexistent","4"
352,35,"services","married","unknown","yes","no","cellular","may","tue",2,999,0,"nonexistent","6"
353,30,"admin.","married","no","no","yes","cellular","may","tue",1,999,0,"nonexistent","high.school"
354,34,"technician","single","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","professional.course"
355,45,"blue-collar","married","unknown","no","yes","cellular","may","tue",1,999,0,"nonexistent","4"
356,46,"blue-collar","married","no","no","yes","cellular","may","tue",1,999,0,"nonexistent","high.school"
357,44,"blue-collar","married","unknown","no","no","cellular","may","tue",1,999,1,"failure","4"
358,44,"admin.","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","university.degree"
359,30,"blue-collar","single","no","no","yes","cellular","may","tue",1,999,1,"failure","9"
360,30,"technician","single","no","no","yes","cellular","may","tue",1,999,0,"nonexistent","university.degree"
361,46,"blue-collar","married","no","no","no","cellular","may","tue",1,999,1,"failure","high.school"
362,42,"blue-collar","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","4"
363,30,"technician","single","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","university.degree"
364,36,"blue-collar","single","unknown","yes","no","cellular","may","tue",1,999,1,"failure","6"
365,36,"blue-collar","single","unknown","no","no","cellular","may","tue",1,999,1,"failure","6"
366,36,"admin.","divorced","no","yes","no","cellular","may","tue",1,999,1,"failure","high.school"
367,38,"technician","married","no","no","no","telephone","may","tue",2,999,0,"nonexistent","university.degree"
368,46,"blue-collar","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
369,44,"entrepreneur","married","no","unknown","unknown","cellular","may","tue",1,999,1,"failure","4"
370,48,"blue-collar","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","9"
371,33,"admin.","single","no","no","no","telephone","may","tue",1,999,0,"nonexistent","high.school"
372,40,"admin.","single","no","no","no","cellular","may","tue",6,999,0,"nonexistent","high.school"
373,44,"entrepreneur","married","no","unknown","unknown","cellular","may","tue",1,999,1,"failure","4"
374,33,"admin.","single","no","no","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
375,33,"admin.","single","no","no","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
376,33,"admin.","single","no","no","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
377,37,"technician","married","no","no","no","cellular","may","tue",1,999,0,"nonexistent","university.degree"
378,47,"blue-collar","divorced","no","no","no","cellular","may","tue",1,999,0,"nonexistent","9"
379,51,"blue-collar","married","unknown","yes","no","cellular","may","tue",1,999,0,"nonexistent","professional.course"
380,33,"admin.","single","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
381,33,"admin.","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
382,39,"services","divorced","no","yes","yes","cellular","may","tue",1,999,0,"nonexistent","professional.course"
383,32,"admin.","married","no","yes","no","cellular","may","tue",2,999,0,"nonexistent","high.school"
384,40,"blue-collar","married","unknown","no","no","cellular","may","tue",1,999,0,"nonexistent","9"
385,32,"admin.","divorced","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
386,54,"self-employed","married","no","no","yes","cellular","may","tue",1,999,0,"nonexistent","university.degree"
387,49,"entrepreneur","married","no","no","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
388,28,"services","single","no","yes","no","cellular","may","tue",4,999,1,"failure","unknown"
389,49,"entrepreneur","married","no","no","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
390,58,"retired","married","unknown","no","no","cellular","may","tue",1,999,1,"failure","high.school"
391,32,"services","married","no","no","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
392,32,"services","married","no","no","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
393,47,"entrepreneur","married","unknown","yes","no","telephone","may","tue",1,999,1,"failure","unknown"
394,58,"retired","married","unknown","yes","no","cellular","may","tue",1,999,1,"failure","high.school"
395,32,"technician","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
396,45,"blue-collar","single","unknown","yes","no","cellular","may","tue",1,999,0,"nonexistent","9"
397,47,"entrepreneur","married","unknown","yes","no","cellular","may","tue",1,999,0,"nonexistent","unknown"
398,44,"admin.","single","unknown","yes","no","cellular","may","tue",4,999,0,"nonexistent","professional.course"
399,37,"blue-collar","married","unknown","no","no","cellular","may","tue",1,999,0,"nonexistent","unknown"
400,45,"blue-collar","married","unknown","yes","no","cellular","may","tue",2,999,1,"failure","4"
401,35,"technician","married","no","yes","no","cellular","may","tue",1,999,1,"failure","professional.course"
402,40,"technician","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
403,51,"blue-collar","married","no","unknown","unknown","cellular","may","tue",2,999,0,"nonexistent","6"
404,42,"blue-collar","married","no","no","no","cellular","may","tue",2,999,0,"nonexistent","4"
405,35,"blue-collar","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","4"
406,57,"blue-collar","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","4"
407,42,"blue-collar","married","no","yes","no","cellular","may","tue",2,999,0,"nonexistent","4"
408,49,"blue-collar","married","unknown","no","no","cellular","may","tue",1,999,1,"failure","6"
409,34,"admin.","married","no","yes","yes","cellular","may","tue",1,999,0,"nonexistent","high.school"
410,36,"admin.","single","no","yes","no","cellular","may","tue",1,999,1,"failure","high.school"
411,32,"management","divorced","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","university.degree"
412,37,"management","single","no","yes","no","cellular","may","tue",1,999,1,"failure","university.degree"
413,32,"management","divorced","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","university.degree"
414,45,"entrepreneur","divorced","no","yes","no","cellular","may","tue",3,999,0,"nonexistent","9"
415,43,"blue-collar","married","no","no","no","cellular","may","tue",5,999,0,"nonexistent","9"
416,39,"blue-collar","single","no","no","no","cellular","may","tue",4,999,0,"nonexistent","4"
417,32,"technician","married","no","yes","no","cellular","may","tue",2,999,0,"nonexistent","professional.course"
418,44,"entrepreneur","married","no","yes","no","cellular","may","tue",2,999,0,"nonexistent","4"
419,37,"management","divorced","no","yes","no","cellular","may","tue",2,999,1,"failure","unknown"
420,52,"blue-collar","married","no","yes","no","cellular","may","tue",2,999,1,"failure","6"
421,30,"admin.","single","no","yes","no","cellular","may","tue",2,999,0,"nonexistent","university.degree"
422,53,"admin.","single","no","yes","no","cellular","may","tue",2,999,2,"failure","high.school"
423,31,"unemployed","single","no","yes","no","cellular","may","tue",9,999,0,"nonexistent","university.degree"
424,33,"admin.","married","no","yes","no","cellular","may","tue",1,999,1,"failure","high.school"
425,29,"entrepreneur","married","no","yes","no","cellular","may","tue",5,999,0,"nonexistent","6"
426,34,"admin.","married","no","no","no","cellular","may","tue",2,999,0,"nonexistent","high.school"
427,35,"blue-collar","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","6"
428,37,"management","single","no","no","no","cellular","may","tue",1,999,1,"failure","university.degree"
429,36,"retired","single","no","yes","no","cellular","may","tue",4,999,0,"nonexistent","university.degree"
430,37,"management","single","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","university.degree"
431,50,"blue-collar","married","no","no","no","cellular","may","tue",2,999,1,"failure","4"
432,34,"services","married","no","no","no","cellular","may","tue",4,999,1,"failure","high.school"
433,37,"management","single","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","university.degree"
434,58,"services","divorced","unknown","yes","no","cellular","may","tue",4,999,2,"failure","high.school"
435,38,"entrepreneur","married","no","no","no","cellular","may","tue",1,999,1,"failure","4"
436,49,"blue-collar","married","no","no","no","cellular","may","tue",2,999,0,"nonexistent","professional.course"
437,34,"technician","single","no","no","no","cellular","may","tue",2,999,1,"failure","professional.course"
438,38,"entrepreneur","married","no","yes","no","cellular","may","tue",1,999,1,"failure","4"
439,34,"services","married","unknown","no","no","cellular","may","tue",5,999,0,"nonexistent","high.school"
440,36,"admin.","single","no","yes","no","cellular","may","tue",2,999,0,"nonexistent","high.school"
441,52,"blue-collar","married","no","yes","no","cellular","may","tue",1,999,0,"nonexistent","high.school"
